record_id	product_path	product_artifact_kind	p14_authority_record_id	p14_authority_path	p14_authority_sha256	pepper_current_sha256	application_action	pepper_profile_id	product_id_policy	product_ui_policy	extension_module_policy	runtime_boundary_policy	denied_authority_policy	validation_lane_ids	register_modification_id	owner_ticket	status	notes
P15.M7-027	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_rollback.py	runtime_adapter_test_module	P14.6-004	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_rollback.py	74463b5637c8dd1967cfd4b336271eb876b77fa6d9a639ef6c3ebeb320e6c7f5	073a13d974d79c591d620caba45567719396a71a734491ac1c2cbc02c984ebf1	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_shutdown_rollback;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-027	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-028	2_products/pepper-agent/tests/hermes_cli/runtime_adapter_conformance_harness.py	runtime_adapter_conformance_harness	P14.7-001	2_products/hermes-agent/tests/hermes_cli/runtime_adapter_conformance_harness.py	c7c8c7f84da726ea95a65f1bc0aa6154ec6909b3dde66959a9785cb9f57414b4	4a9293934320f5f5a8cf54f121a75e719ac202b7dd899c1b390a7fdddae2a313	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_conformance_harness_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_adapter_conformance;runtime_shutdown_rollback;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-028	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-029	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_adapter_conformance.py	runtime_adapter_test_module	P14.7-002	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_adapter_conformance.py	dc889a2953cfdb0b331eab77d119666164daf5d7fb2e5bf00ca091f593d82779	9e21229877b048ba54b732bfb321dd0475a642e5ad3879cb402cbb1aec0b3ed4	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_adapter_conformance;runtime_shutdown_rollback;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-029	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-030	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_adapter_failure_conformance.py	runtime_adapter_test_module	P14.7-003	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_adapter_failure_conformance.py	a95ef4fe071a83daa272b851227cbb41e16ccae9b83e526959d396d0e4b67602	d6d1b8d62f8b9ba7d54260b3cf9a606d20b34b91e5e0faee80d10b84ef7c723e	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;ruff;windows_footgun;runtime_adapter_conformance;runtime_shutdown_rollback;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-030	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-031	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/listener_discovery.py	runtime_adapter_source_module	P14.8-001	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/listener_discovery.py	671d10bfdb579db0ccb5b1d25e59e895115e549e36184359776c772f5dbe22a3	020d04807d5b195ff46d22efb3d18e905b76c0599c089d7c4681747b22898ed5	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;windows_footgun;runtime_adapter_controlled_lifecycle;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-031	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-032	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/readiness.py	runtime_adapter_source_module	P14.8-002	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/readiness.py	37161cc8ead9a5010b1c89bf093f3ab3dda706bf4d831b19ad583fcb826847b3	7d4164170ab71cb5985d33f82e05b8ec6828480dde1ca67f388f4a3b9712700d	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;windows_footgun;runtime_adapter_controlled_lifecycle;provider_null_runtime;contract_source_guard;pepper_runtime_adapter_application	P15.M7-032	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-033	2_products/pepper-agent/hermes_cli/agent_platform/runtime_adapter/adapter.py	runtime_adapter_source_module	P14.8-003	2_products/hermes-agent/hermes_cli/agent_platform/runtime_adapter/adapter.py	2e2a0fe6274d7524fac4ab78f36d4a3cff71fb0422bdb4df46016de329ab0f54	423776bd58ab855045d1d40387fc00e12442b801e701b10fde713ede0dbbc80d	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	internal_runtime_adapter_source;root_exports_contract_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;windows_footgun;runtime_adapter_controlled_lifecycle;runtime_shutdown_rollback;runtime_audit_projection;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-033	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-034	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_listener_discovery.py	runtime_adapter_test_module	P14.8-004	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_listener_discovery.py	22694310b47e3cb68ad1184e73fdb62856e6b726ff603582290a994c5ddf0d25	ac98a2326bc61f4fa26dedcd44774239da5455c0ba4ab1e0e4dc231fbe3077ce	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;windows_footgun;runtime_adapter_controlled_lifecycle;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-034	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-035	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_readiness.py	runtime_adapter_test_module	P14.8-005	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_readiness.py	b98bedbda8db23b577f8b1bcbbaddd0cee6a636fe7ba263fd65321a4e26b839f	068d75c7d1de9c94bf790f3135d77c4bebe5e0a9fee69e017fbd750d4303652b	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;windows_footgun;runtime_adapter_controlled_lifecycle;provider_null_runtime;contract_source_guard;pepper_runtime_adapter_application	P15.M7-035	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
P15.M7-036	2_products/pepper-agent/tests/hermes_cli/test_agent_platform_runtime_adapter_integration.py	runtime_adapter_test_module	P14.8-006	2_products/hermes-agent/tests/hermes_cli/test_agent_platform_runtime_adapter_integration.py	e2cc5ea84d666eff76ade102acffffb65f802b99193617736f3ff0e6c1c800d6	1d72c61a09a4f94a035df7913107f8749b89f1cb7ec340e8713ab58259e84004	p14_runtime_adapter_authority_applied_to_pepper_0_19_provider_null	pepper.dashboard.provider_null;test.lifecycle_probe	pepper_only	agent_platform.product_ui_disabled	extension_modules_empty	test_coverage_only	no_provider_credentials;no_provider_inference;no_worker_start;no_agent_start;no_tool_execution;no_MCP_execution;no_public_runtime_HTTP_API;no_runtime_UI_controls;no_git_mutation;no_P15U_state	python_targeted_tests;windows_footgun;runtime_adapter_controlled_lifecycle;runtime_shutdown_rollback;contract_source_guard;pepper_runtime_adapter_application;provider_null_runtime	P15.M7-036	P15.M7	implemented_pending_human_approval	Derived only from P14 authority files in this P15M checkout; no files copied from P15U.
