record_id	source_product	source_version	source_path	surface_family	capability	owning_process_or_service	authority_type	current_Pepper_owner	state_read	state_written	credential_interaction	filesystem_interaction	process_interaction	network_interaction	update_interaction	deployment_interaction	overlap_classification	adoption_disposition	required_boundary	required_action	owner_ticket	evidence_status	blocker	notes
P15M4-00044	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/dashboard.tsx	workspace_dashboard	dashboard route surface	Workspace_TanStack_app	adjacent_dashboard_authority	P13_Runtime_Overview	reads_dashboard_and_gateway_state_when_run	writes_dashboard_UI_state_when_run	no_direct_credential_interaction	no_direct_filesystem_interaction	no_process_interaction	calls_workspace_and_gateway_APIs_when_run	no_update_interaction	adjacent_operations_UI_reference	adjacent_surface_candidate	reference_only	P13_Runtime_Overview_remains_owner	compare dashboard status patterns only	P15.M5	path_present	none	route_file_present
P15M4-00045	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/api/send-stream.ts	workspace_chat_sessions	chat streaming, sessions, local provider discovery, OpenAI-compatible and Responses paths	Workspace_TanStack_server	provider_runtime_route_authority	P15_Provider_and_Worker_Boundary	reads_workspace_catalog_sessions_gateway_capabilities_and_messages	writes_chat_events_runs_and_local_session_state_when_run	may_use_provider_credentials_through_backend_when_run	may_scope_messages_to_workspace	may_register_active_send_run	gateway_and_provider_network_paths_when_run	no_update_interaction	service_runtime_reference	unsafe_authority_rejected	defer_pending_runtime_governance	provider_worker_session_boundary_required	no provider call or route execution in P15.M4	P15.M8	parsed	provider_runtime_authority_not_governed	evidence_lines=1-41
P15M4-00046	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/server/auth-middleware.ts	workspace_auth_session_store	persistent session token store in HERMES_HOME workspace-sessions JSON with 30-day TTL	Workspace_TanStack_server	session_authority	P15_Credential_Boundary	reads_session_tokens_and_password_env_when_run	writes_workspace_sessions_JSON_when_run	HERMES_PASSWORD_and_CLAUDE_PASSWORD_boundary	writes_under_HERMES_HOME_or_CLAUDE_HOME	periodic_prune_timer_when_module_loaded	request_authentication_network_boundary	no_update_interaction	service_auth_topology_reference	unsafe_authority_rejected	defer_pending_security_review	separate_session_store_boundary_required	must not become Pepper session truth	P15.M8	parsed	Workspace_session_authority_not_governed	evidence_lines=12-30,140-158
P15M4-00047	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/files.tsx	workspace_files_UI	files route and editor UI surface	Workspace_TanStack_app	filesystem_UI_authority	P13_Projects_Tickets	reads_workspace_file_API_when_run	writes_files_UI_state_when_run	no_direct_credential_interaction	selected_workspace_root_file_interaction_when_run	no_process_interaction	calls_workspace_files_API_when_run	no_update_interaction	adjacent_files_UI_reference	adjacent_surface_candidate	reference_only	filesystem_boundary_required_before_adoption	compare UI patterns only	P15.M6	path_present	filesystem_authority_not_governed	route_file_present
P15M4-00048	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/api/files.ts	workspace_files_API	workspace-root path resolver rejects escapes and reads directory entries	Workspace_TanStack_server	filesystem_API_authority	P14_Runtime_Adapter	reads_selected_workspace_root_and_files	may_write_files_for_mutation_routes_when_run	protects_credentials_only_by_workspace_root_policy	reads_host_or_container_workspace_files	may_exec_file_open_helpers_when_run	API_network_route_when_run	no_update_interaction	service_filesystem_reference	unsafe_authority_rejected	defer_pending_security_review	filesystem_root_and_permission_boundary_required	no filesystem API execution in P15.M4	P15.M7	parsed	filesystem_authority_not_governed	evidence_lines=31-64
P15M4-00049	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/terminal.tsx	workspace_terminal_UI	terminal route UI surface	Workspace_TanStack_app	terminal_UI_authority	P14_Runtime_Adapter	reads_terminal_stream_API_when_run	writes_terminal_UI_state_when_run	terminal_env_may_expose_credentials_if_unguarded	terminal_cwd_context_when_run	terminal_input_controls_shell_when_run	calls_terminal_API_when_run	no_update_interaction	adjacent_terminal_UI_reference	adjacent_surface_candidate	reference_only	terminal_boundary_required_before_adoption	compare UI patterns only	P15.M7	path_present	terminal_authority_not_governed	route_file_present
P15M4-00050	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/server/terminal-sessions.ts	workspace_terminal_PTY	Python PTY helper and shell command spawn with cwd cols rows and env	Workspace_TanStack_server	process_spawn_authority	P14_Runtime_Adapter	reads_cwd_shell_env_cols_rows	writes_terminal_session_map_and_events_when_run	process_environment_may_include_credentials_if_unguarded	terminal_cwd_filesystem_access	spawns_python3_pty_helper_and_shell	SSE_or_terminal_API_network_when_run	no_update_interaction	service_process_reference	unsafe_authority_rejected	defer_pending_runtime_governance	process_execution_containment_required	no terminal process execution in P15.M4	P15.M7	parsed	terminal_process_authority_not_governed	evidence_lines=1-4,107-122
P15M4-00051	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/jobs.tsx	workspace_jobs	jobs route surface	Workspace_TanStack_app	jobs_UI_authority	P13_Execution_Inspector	reads_jobs_API_when_run	writes_jobs_UI_state_when_run	no_direct_credential_interaction	no_direct_filesystem_interaction	may_trigger_job_actions_when_run	calls_workspace_job_APIs_when_run	no_update_interaction	adjacent_jobs_reference	adjacent_surface_candidate	reference_only	job_execution_boundary_required_before_adoption	compare job UX only	P15.M6	path_present	job_authority_not_governed	route_file_present
P15M4-00052	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/lib/tasks-api.ts	workspace_tasks_Kanban	hermes-tasks and claude-tasks backend resolution with consistent mutation routing	Workspace_TanStack_app	Kanban_task_reference	P13_Projects_Tickets	reads_task_backend_counts_and_tasks	writes_task_mutations_when_run	no_direct_credential_interaction	flat_file_task_store_reference_when_backend_is_Hermes	may_launch_tasks_when_run	calls_task_APIs_when_run	no_update_interaction	adjacent_task_reference	adjacent_surface_candidate	reference_only	P13_task_owner_and_backend_contract_required	compare task semantics without import	P15.M6	parsed	task_backend_boundary_required	evidence_lines=1-14
P15M4-00053	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/tasks.tsx	workspace_tasks_route	tasks route UI surface	Workspace_TanStack_app	Kanban_task_UI_authority	P13_Projects_Tickets	reads_tasks_API_when_run	writes_task_UI_state_when_run	no_direct_credential_interaction	no_direct_filesystem_interaction	may_trigger_task_actions_when_run	calls_task_API_when_run	no_update_interaction	adjacent_task_UI_reference	adjacent_surface_candidate	reference_only	P13_projects_tickets_route_remains_owner	compare route only	P15.M6	path_present	none	route_file_present
P15M4-00054	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/api/start-agent.ts	workspace_agent_view	agent start API surface	Workspace_TanStack_server	agent_process_authority	P14_Runtime_Adapter	reads_agent_start_request_when_run	would_write_agent_runtime_state_when_run	may_depend_on_runtime_credentials_when_run	may_use_workspace_root_or_agent_paths_when_run	would_start_agent_process_when_run	API_network_route_when_run	no_update_interaction	adjacent_agent_operations_reference	unsafe_authority_rejected	defer_pending_runtime_governance	agent_process_boundary_required	no agent start route execution in P15.M4	P15.M7	path_present	agent_process_authority_not_governed	route_file_present
P15M4-00055	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/swarm.tsx	workspace_swarm	legacy swarm route surface	Workspace_TanStack_app	swarm_UI_authority	P15_Worker_Boundary	reads_swarm_state_when_run	writes_swarm_UI_state_when_run	may_use_worker_or_provider_credentials_via_backend_when_run	may_reference_workspace_project_files	may_trigger_swarm_actions_when_run	calls_swarm_APIs_when_run	no_update_interaction	adjacent_multi_agent_reference	adjacent_surface_candidate	reference_only	worker_identity_and_artifact_boundary_required	compare operations patterns only	P15.M15	path_present	swarm_worker_authority_not_governed	route_file_present
P15M4-00056	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/swarm2.tsx	workspace_operations_swarm	new swarm2 and operations route surface	Workspace_TanStack_app	operations_UI_authority	P15_Worker_Boundary	reads_operations_and_swarm_state_when_run	writes_operations_UI_state_when_run	may_use_worker_or_provider_credentials_via_backend_when_run	may_reference_workspace_project_files	may_trigger_orchestrator_actions_when_run	calls_swarm_runtime_APIs_when_run	no_update_interaction	adjacent_operations_reference	adjacent_surface_candidate	future_adjacent_operations_surface	adjacent_operations_service_boundary_required	no Workspace operations authority now	P15.M15	path_present	operations_authority_not_governed	route_file_present
P15M4-00057	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/memory.tsx	workspace_memory	memory route surface	Workspace_TanStack_app	memory_UI_authority	P15_Worker_Boundary	reads_memory_API_when_run	writes_memory_UI_state_when_run	may expose persisted memory content but not read here	memory_store_reference_when_backend_runs	no_process_interaction	calls_memory_API_when_run	no_update_interaction	adjacent_memory_reference	adjacent_surface_candidate	reference_only	memory_store_boundary_required	compare memory UX only	P15.M15	path_present	memory_authority_not_governed	route_file_present
P15M4-00058	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/skills.tsx	workspace_skills	skills route surface	Workspace_TanStack_app	skills_UI_authority	P15_Worker_Boundary	reads_skills_API_when_run	writes_skills_UI_state_when_run	may surface skill configuration but not read credentials here	skills_files_reference_when_backend_runs	may trigger skill operations_when_run	calls_skills_API_when_run	no_update_interaction	adjacent_skills_reference	adjacent_surface_candidate	reference_only	skill_install_and_permission_boundary_required	compare skills UX only	P15.M15	path_present	skills_authority_not_governed	route_file_present
P15M4-00059	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/mcp.tsx	workspace_MCP	MCP route surface and API counterpart	Workspace_TanStack_app_and_server	MCP_UI_API_authority	P15_Worker_Boundary	reads_MCP_API_when_run	writes_MCP_UI_state_when_run	MCP_servers_may_require_credentials_when_enabled_later	MCP_config_files_reference_when_backend_runs	may manage_MCP_processes_when_run	calls_MCP_API_when_run	no_update_interaction	adjacent_MCP_reference	adjacent_surface_candidate	reference_only	MCP_capability_and_secret_boundary_required	no MCP adoption now	P15.M15	path_present	MCP_authority_not_governed	route_file_present
P15M4-00060	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/profiles.tsx	workspace_profiles	profiles route surface	Workspace_TanStack_app	profile_UI_authority	P15_Credential_Boundary	reads_profiles_API_when_run	writes_profile_UI_state_when_run	profiles_may_select_credential_context_when_enabled_later	profile_config_reference_when_backend_runs	may_switch_runtime_profile_when_run	calls_profiles_API_when_run	no_update_interaction	adjacent_profile_reference	adjacent_surface_candidate	reference_only	profile_isolation_boundary_required	compare profile UX only	P15.M8	path_present	profile_authority_not_governed	route_file_present
P15M4-00061	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/routes/settings.tsx	workspace_settings_providers	settings and providers route surface	Workspace_TanStack_app	settings_provider_UI_authority	P13_Safe_Settings_and_P15_Credential_Boundary	reads_settings_provider_state_when_run	writes_settings_UI_state_when_run	provider_keys_or_tokens_may_be_configured_when_run	settings_files_reference_when_backend_runs	may_change_runtime_configuration_when_run	calls_settings_and_provider_APIs_when_run	no_update_interaction	adjacent_settings_reference	adjacent_surface_candidate	reference_only	P13_safe_settings_and_provider_boundary_required	no settings authority transfer	P15.M8	path_present	settings_provider_authority_not_governed	route_file_present
P15M4-00062	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/server/gateway-capabilities.ts	workspace_gateway_capability_probe	probes gateway and dashboard URLs with override env default precedence	Workspace_TanStack_server	backend_gateway_reference	P14_Runtime_Adapter	reads_overrides_env_and_gateway_status	writes_probe_cache_and_override_file_when_run	HERMES_API_TOKEN_handled_elsewhere	reads_workspace_overrides_file	no_process_interaction	HTTP_probe_to_gateway_and_dashboard	no_update_interaction	service_gateway_topology_reference	backend_adapter_candidate	reference_only	governed_service_contract_required	use for backend API boundary design only	P15.M5	parsed	backend_API_boundary_required	evidence_lines=1-17
P15M4-00063	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/src/server/gateway-capabilities.ts	workspace_URL_overrides	persisted gateway and dashboard URL overrides under HERMES_HOME	Workspace_TanStack_server	state_override_authority	P15_Credential_Boundary	reads_workspace_overrides_JSON	writes_workspace_overrides_JSON	may select authenticated remote gateway but no credential read here	writes_under_HERMES_HOME_or_CLAUDE_HOME	no_process_interaction	changes_future_gateway_network_target	no_update_interaction	service_state_topology_reference	unsafe_authority_rejected	defer_pending_security_review	shared_state_prohibition_required	must not become Pepper gateway truth now	P15.M8	parsed	Workspace_state_authority_not_governed	evidence_lines=28-57
P15M4-00064	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/Dockerfile	workspace_Dockerfile_build	Node 22 slim build image Corepack pnpm install and pnpm build	Docker_build_stage	container_build_authority	Pepper_Deployment_Governance	reads_package_json_and_pnpm_lock_when_built	writes_image_layers_when_built	no_runtime_credentials_in_build_expected	copies_workspace_source_into_image	spawns_pnpm_install_and_build_when_built	registry_and_package_network_if_build_deps_missing	no_update_interaction	container_build_topology_reference	adjacent_surface_candidate	defer_pending_dependency_review	dependency_and_image_pinning_boundary_required	no Docker build in P15.M4	P15.M10	parsed	dependency_and_container_review_required	evidence_lines=13-23
P15M4-00065	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/Dockerfile	workspace_Dockerfile_runtime	non-root runtime image installs python3 exposes 3000 healthchecks and runs server-entry.js	Docker_runtime_image	container_runtime_authority	Pepper_Deployment_Governance	reads_runtime_env_when_container_runs	writes_container_runtime_state_when_run	may receive HERMES_API_TOKEN_env_when_deployed	container_filesystem_and_app_tree	server_process_and_python_terminal_dependency	HTTP_3000_health_and_app_network	no_update_interaction	container_runtime_topology_reference	adjacent_surface_candidate	defer_pending_deployment_governance	container_runtime_hardening_boundary_required	no image run in P15.M4	P15.M10	parsed	deployment_review_required	evidence_lines=26-59
P15M4-00066	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/docker-compose.yml	workspace_Compose_mutable_images	Compose pulls nousresearch/hermes-agent latest and ghcr.io Workspace latest	Docker_Compose_stack	container_image_authority	Pepper_Deployment_Governance	reads_compose_image_tags	no_state_written_by_P15M4	no_credential_interaction_in_this_row	no_filesystem_interaction_in_this_row	would_start_containers_when_run	would_pull_images_from_registries_when_run	no_update_interaction	Compose_deployment_reference	unsafe_authority_rejected	defer_pending_deployment_governance	digest_pinning_required	reject Compose as-is for Pepper deployment	P15.M10	parsed	mutable_latest_images_blocker	evidence_lines=15-18,34-43
P15M4-00067	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/docker-compose.yml	workspace_Compose_environment_secrets	provider keys and API_SERVER_KEY pass through from .env	Docker_Compose_stack	secret_injection_authority	P15_Credential_Boundary	reads_env_file_when_Compose_runs	would_write_container_env_when_run	ANTHROPIC_OPENAI_OPENROUTER_GOOGLE_GROQ_MISTRAL_and_API_SERVER_KEY_env	mounts_named_volume_for_agent_state	starts_gateway_container_when_run	gateway_port_8642_network	no_update_interaction	local_Compose_secret_topology_reference	unsafe_authority_rejected	defer_pending_security_review	secret_injection_boundary_required	no credentials read or Compose run in P15.M4	P15.M8	parsed	Compose_secret_boundary_required	evidence_lines=47-63
P15M4-00068	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/docker-compose.yml	workspace_proxy_cookie_boundary	HERMES_PASSWORD COOKIE_SECURE TRUST_PROXY and loopback 127.0.0.1:3000 binding	Docker_Compose_stack	proxy_cookie_deployment_authority	P15_Credential_Boundary_and_Pepper_Deployment_Governance	reads_env_file_when_Compose_runs	would_write_cookie_and_session_runtime_state_when_run	password_and_cookie_security_env	no_direct_filesystem_interaction_in_this_row	starts_workspace_container_when_run	publishes_loopback_port_3000	no_update_interaction	local_and_VPS_proxy_reference	adjacent_surface_candidate	defer_pending_deployment_governance	proxy_cookie_TLS_boundary_required	use as future deployment hardening input only	P15.M13	parsed	proxy_cookie_boundary_required	evidence_lines=97-112
P15M4-00069	Hermes_Workspace	Workspace_2.3.0	4_external/sources/hermes-workspace-v2.3.0/docker-compose.yml	workspace_volumes_healthchecks	claude-data volume and healthchecks for agent and workspace services	Docker_Compose_stack	volume_and_health_authority	Pepper_Deployment_Governance	reads_container_health_when_run	writes_agent_state_to_volume_when_run	credentials_may_reside_in_persistent_volume_when_run	claude_data_volume_mounted_at_opt_data	starts_services_with_health_dependencies	service_health_HTTP_checks	no_update_interaction	local_Compose_state_topology_reference	unsafe_authority_rejected	defer_pending_deployment_governance	volume_isolation_and_backup_boundary_required	shared writable volume prohibited now	P15.M10	parsed	shared_volume_boundary_required	evidence_lines=69-79,83-115
P15M4-00070	Shared_Boundary	P15.M4_policy	0_architecture/governance/agent_platform_hermes_0_19_migration_authorization.md	shared_backend_API_boundary	Desktop and Workspace may share only through governed Hermes gateway service contract	Pepper_governance	backend_boundary_policy	P14_Runtime_Adapter	reads_gateway_contracts_when_defined	writes_no_runtime_state_now	separate_tokens_required	no_shared_writable_source_or_state_volume	no_unmanaged_process_sharing	governed_gateway_only	no_update_authority	no_deployment_authority_until_P15M10	deferred	not_applicable	service_contract_required_before_shared_backend_use	define API ownership and token isolation before adoption	P15.M5	policy_decision	backend_API_boundary_required	evidence_lines=419-428,577-579
P15M4-00071	Shared_Boundary	P15.M4_policy	0_architecture/governance/agent_platform_hermes_0_19_desktop_workspace_productization_decision.md	shared_writable_state_prohibition	prohibit shared writable HERMES_HOME credentials sessions Docker volumes and source roots	Pepper_governance	state_boundary_policy	P15_Credential_Boundary	no_shared_state_read_authorized	no_shared_state_write_authorized	no_shared_credential_store_authorized	no_shared_writable_filesystem_authorized	no_shared_process_authority_authorized	no_shared_network_session_truth_authorized	no_update_authority	no_shared_deployment_volume_authorized	unsafe_authority_rejected	reject_due_to_authority_conflict	state_and_credential_isolation_required	keep Desktop and Workspace state stores non-authoritative	P15.M8	policy_decision	shared_writable_state_rejected	evidence_lines=shared backend state prohibitions
P15M4-00072	Topology	P15.M4_policy	0_architecture/governance/agent_platform_hermes_0_19_migration_authorization.md	local_topology	local development target WSL2 plus Docker Compose with Pepper P13 initial UI	Pepper_deployment_governance	local_topology_reference	Pepper_Deployment_Governance	reads_topology_record	no_state_written	no_credential_interaction	Linux_native_WSL_filesystem_planned	no_process_mutation_now	no_network_mutation_now	no_update_interaction	future_local_Compose_target	deferred	defer_pending_deployment_governance	WSL2_Docker_filesystem_secret_boundary_required	defer realization to P15.M9 and P15.M10	P15.M9	policy_decision	deployment_governance_required	evidence_lines=430-468
P15M4-00073	Topology	P15.M4_policy	0_architecture/governance/agent_platform_hermes_0_19_migration_authorization.md	future_Desktop_topology	future UI candidate Hermes Desktop for governed local client	Pepper_deployment_governance	future_client_topology_reference	Pepper_Deployment_Governance	reads_topology_record	no_state_written	no_credential_interaction	Windows_client_to_WSL_or_remote_backend_expected	no_process_mutation_now	future_local_or_remote_gateway_network	future_update_surface_requires_governance	future_client_distribution_target	deferred	future_governed_local_client	Desktop_client_boundary_required	defer Desktop enablement until runtime credential update and packaging governance	P15.M18	policy_decision	desktop_disabled_by_decision	evidence_lines=435-455
P15M4-00074	Topology	P15.M4_policy	0_architecture/governance/agent_platform_hermes_0_19_migration_authorization.md	future_VPS_topology	future 24/7 external Linux VPS control plane target	Pepper_deployment_governance	future_VPS_topology_reference	Pepper_Deployment_Governance	reads_topology_record	no_state_written	no_credential_interaction	future_Linux_filesystem_and_backup_boundary	no_process_mutation_now	future_TLS_proxy_firewall_network_boundary	future_update_and_rollback_control_required	future_external_Linux_VPS_target	deferred	defer_pending_deployment_governance	VPS_security_baseline_required	defer provisioning to P15.M13 and P15.M14	P15.M13	policy_decision	VPS_governance_required	evidence_lines=452-455
P15M4-00075	Current_Asset	P15.M4_policy	2_products/hermes-agent/web/src/agent-platform/extensions.ts	current_asset_P13_descriptors	current P13 route descriptor assets retained as Pepper-owned implementation	P13_frontend	current_asset_authority	Pepper_P13	reads_compiled_descriptors	writes_route_registration_in_memory	no_credential_interaction	no_filesystem_interaction	no_process_interaction	no_new_network_authority	no_update_authority	no_deployment_authority	Pepper_canonical	selectively_forward_port	current_asset_owner_preserved	retain and forward-port deliberately	P15.M6	parsed	none	evidence_lines=52-60
P15M4-00076	Current_Asset	P15.M4_policy	2_products/pepper-agent/apps/desktop	desktop_current_asset_retention	Desktop source remains present in Pepper candidate but not enabled	Pepper_candidate_source_tree	current_asset_reference	Pepper_P13_retained	static_source_read_only	no_state_written	no_credential_interaction	no_filesystem_mutation	no_process_interaction	no_network_interaction	no_update_interaction	no_deployment_interaction	reference_for_future_enhancement	retain_disabled	current_asset_must_remain_non-authoritative	keep as source candidate only	P15.M4	parsed	desktop_disabled_by_decision	path_present
P15M4-00077	Current_Asset	P15.M4_policy	4_external/sources/hermes-workspace-v2.3.0	workspace_current_asset_retention	Workspace source remains ignored reference-only and untracked	ignored_source_root	current_asset_reference	Pepper_P13_retained	static_source_read_only	no_state_written	no_credential_interaction	no_filesystem_mutation	no_process_interaction	no_network_interaction_after_acquisition	no_update_interaction	no_deployment_interaction	adjacent_surface_candidate	reference_only	current_asset_must_remain_ignored	no Workspace import or shell replacement	P15.M4	validated	Workspace_reference_only_by_decision	ignored_path_present
P15M4-00078	Promotion_Blocker	P15.M4_policy	0_architecture/governance/agent_platform_hermes_0_19_desktop_workspace_productization_decision.md	desktop_promotion_blocker	Desktop process IPC credential update plugin filesystem packaging and signing governance incomplete	Pepper_governance	promotion_blocker	Pepper_P13_retained	reads_static_decision_record	no_state_written	credential_boundary_incomplete	filesystem_boundary_incomplete	process_boundary_incomplete	network_auth_boundary_incomplete	update_boundary_incomplete	packaging_boundary_incomplete	deferred	future_governed_local_client	Desktop_governance_workstream_required	keep disabled until blockers are closed	P15.M7	policy_decision	desktop_promotion_blockers_open	desktop blocker summary
P15M4-00079	Promotion_Blocker	P15.M4_policy	0_architecture/governance/agent_platform_hermes_0_19_desktop_workspace_productization_decision.md	workspace_promotion_blocker	Workspace API session filesystem terminal deployment image volume secret and proxy governance incomplete	Pepper_governance	promotion_blocker	Pepper_P13_retained	reads_static_decision_record	no_state_written	credential_and_session_boundary_incomplete	filesystem_and_volume_boundary_incomplete	terminal_and_worker_boundary_incomplete	gateway_and_provider_boundary_incomplete	no_update_authority	deployment_boundary_incomplete	deferred	future_adjacent_operations_surface	Workspace_adjacent_service_workstream_required	keep reference-only until blockers are closed	P15.M10	policy_decision	Workspace_promotion_blockers_open	workspace blocker summary
P15M4-00080	Promotion_Blocker	P15.M4_policy	0_architecture/governance/agent_platform_hermes_0_19_migration_authorization.md	route_overlap_blocker	no route authority transfer from P13 to Dashboard Desktop or Workspace	Pepper_governance	route_overlap_policy	Pepper_P13	reads_static_migration_authority	no_state_written	no_credential_interaction	no_filesystem_interaction	no_process_interaction	no_network_interaction	no_update_interaction	no_deployment_interaction	duplicate_rejected	replace_with_Pepper_owned_implementation	P13_route_authority_must_remain_source_of_truth	future overlaps require Pepper-owned implementation or descriptor review	P15.M6	policy_decision	route_authority_transfer_rejected	evidence_lines=419-428,577-579
